time,symbol,event,direction,entry,sl,tp,exit,result_r,edge,rsi5,rsi15,volume_ratio1,volume_ratio5,spread_pct,amount24,note
2026-08-24T20:20:58.672283,SPX500_USDT,OPEN,SHORT,7651.5,7678.280250000001,7597.9394999999995,,,20.0,29.213483146067304,44.71299093655595,3.0939473397691803,2.115290969935857,0.0013069332810607566,46010052.10251,TREND_VOLUME
2026-08-24T20:40:56.342515,BTC_USDT,OPEN,LONG,78509.7,78234.91605,79059.26789999999,,,34.0,66.52098508498086,63.418035326929314,1.246188836267801,2.8857108273931162,0.00012737279598039574,4615866960.52796,TREND_VOLUME
2026-08-24T20:40:56.342639,ETH_USDT,OPEN,LONG,2495.8,2486.984285714286,2513.4314285714286,,,29.0,69.3000183722213,60.06665134451849,1.6797161465972428,3.0620470375516953,0.0004006731308685903,2706673294.6236,TREND_VOLUME
2026-08-24T20:40:56.342725,SOL_USDT,OPEN,LONG,95.93,95.58628571428572,96.61742857142858,,,33.0,77.17391304347863,62.738853503184835,1.0427298079505607,3.3039204875993278,0.010424267695199746,1176182465.128,TREND_VOLUME
2026-08-24T20:40:56.342795,XRP_USDT,OPEN,LONG,1.5032,1.4950400000000001,1.51952,,,32.0,67.37739872068238,57.36636245110827,1.8651038196145064,2.2509976860310967,0.006652474720595328,1080418692.7896,TREND_VOLUME
2026-08-24T20:40:56.342863,XAU_USDT,OPEN,LONG,4663.86,4647.5364899999995,4696.507019999999,,,29.0,69.51325510647568,54.19724097446378,5.6233586894437755,6.496897360246809,0.0006432440081961044,607119531.37352,TREND_VOLUME
2026-08-24T20:40:56.342976,LINK_USDT,OPEN,LONG,11.732,11.675771428571428,11.844457142857143,,,38.0,67.41293532338295,56.92821368948246,1.968650472377196,2.4307005558823387,0.008523695874526473,152112124.7579,TREND_VOLUME
2026-08-24T20:50:54.709968,BTC_USDT,LOSS,LONG,78509.7,78234.91605,79059.26789999999,78234.91605,-1.0,,,,,,,,SL
2026-08-24T20:50:54.710057,XRP_USDT,LOSS,LONG,1.5032,1.4950400000000001,1.51952,1.4950400000000001,-1.0,,,,,,,,SL
2026-08-24T20:50:54.710191,SUI_USDT,OPEN,LONG,0.8298,0.8238428571428571,0.8417142857142857,,,19.0,57.978723404255184,73.34669338677367,3.193713527019087,2.737343493745631,0.02410219329958761,98995112.1508,TREND_VOLUME
2026-08-24T20:50:54.710242,TRUMPOFFICIAL_USDT,OPEN,LONG,2.517,2.4881142857142855,2.5747714285714287,,,23.0,58.28571428571428,72.54901960784314,2.320668325034451,2.4636542203701732,0.039729837107663486,88784704.168,TREND_VOLUME
2026-08-24T20:50:54.710291,TAO_USDT,OPEN,LONG,237.04,235.39,240.34,,,24.0,52.63628239499541,64.84641638225256,1.2806076101532458,1.8137482641562748,0.02531218359770599,70547840.2584,TREND_VOLUME
2026-08-24T20:50:54.710354,ADA_USDT,OPEN,LONG,0.2223,0.22081714285714285,0.22526571428571426,,,20.0,63.36633663366337,70.21276595744689,1.2594579179406062,1.9312588391735948,0.04498425551057883,45919317.7261,TREND_VOLUME
2026-08-24T21:01:22.742904,SOL_USDT,LOSS,LONG,95.93,95.58628571428572,96.61742857142858,95.58628571428572,-1.0,,,,,,,,SL
2026-08-24T21:01:22.742970,LINK_USDT,LOSS,LONG,11.732,11.675771428571428,11.844457142857143,11.675771428571428,-1.0,,,,,,,,SL
2026-08-24T21:01:22.743081,SILVER_USDT,OPEN,LONG,69.41,69.167065,69.89586999999999,,,34.0,69.90291262135904,68.29268292682957,1.1632969108323217,2.5705118965798337,0.014407145944395787,112701021.4364,TREND_VOLUME
2026-08-24T21:10:57.897413,ETH_USDT,LOSS,LONG,2495.8,2486.984285714286,2513.4314285714286,2486.984285714286,-1.0,,,,,,,,SL
2026-08-24T21:10:57.897543,SUI_USDT,LOSS,LONG,0.8298,0.8238428571428571,0.8417142857142857,0.8238428571428571,-1.0,,,,,,,,SL
2026-08-24T21:20:58.015238,ADA_USDT,LOSS,LONG,0.2223,0.22081714285714285,0.22526571428571426,0.22081714285714285,-1.0,,,,,,,,SL
2026-08-24T21:31:06.771654,TAO_USDT,WIN,LONG,237.04,235.39,240.34,240.34,2.0,,,,,,,,TP
2026-08-24T21:31:06.771887,TAO_USDT,OPEN,LONG,239.92,238.28371428571427,243.19257142857145,,,35.0,69.83184965380792,66.38696939782825,1.696147657304713,1.5828812335186524,0.004168056018680947,70105172.8349,TREND_VOLUME
2026-08-24T21:41:01.587047,DOGE_USDT,OPEN,LONG,0.09272,0.09217057142857142,0.09381885714285715,,,36.0,68.01007556675057,65.33575317604365,23.60540079177714,3.5371357633271443,0.010785159620373169,176097752.614,TREND_VOLUME
2026-08-24T21:41:01.587250,ADA_USDT,OPEN,LONG,0.2246,0.22298857142857142,0.22782285714285713,,,43.0,71.69811320754702,66.89655172413796,4.79198744092629,1.6757552899773454,0.04452359750668599,46668426.6483,TREND_VOLUME
2026-08-24T21:50:55.417092,SILVER_USDT,LOSS,LONG,69.41,69.167065,69.89586999999999,69.167065,-1.0,,,,,,,,SL
2026-08-24T22:01:19.029067,TAO_USDT,WIN,LONG,239.92,238.28371428571427,243.19257142857145,243.19257142857145,2.0,,,,,,,,TP
2026-08-24T22:21:05.614309,WLD_USDT,OPEN,LONG,0.4044,0.4015028571428571,0.4101942857142857,,,30.5,73.28767123287662,57.142857142857125,15.889113819647049,1.8762384995369215,0.024727992087053535,44892600.7388,TREND_VOLUME
2026-08-24T22:31:08.756943,SNDKSTOCK_USDT,OPEN,SHORT,1483.71,1492.578,1465.9740000000002,,,42.0,38.60786856895805,28.19086157477639,1.8114105042708106,3.7160696405702254,0.007413847719576421,59522729.59688,TREND_VOLUME
2026-08-24T22:40:59.228545,TRUMPOFFICIAL_USDT,LOSS,LONG,2.517,2.4881142857142855,2.5747714285714287,2.4881142857142855,-1.0,,,,,,,,SL
2026-08-24T22:40:59.228634,DOGE_USDT,LOSS,LONG,0.09272,0.09217057142857142,0.09381885714285715,0.09217057142857142,-1.0,,,,,,,,SL
2026-08-24T22:40:59.228712,ADA_USDT,LOSS,LONG,0.2246,0.22298857142857142,0.22782285714285713,0.22298857142857142,-1.0,,,,,,,,SL
2026-08-24T22:40:59.228763,WLD_USDT,LOSS,LONG,0.4044,0.4015028571428571,0.4101942857142857,0.4015028571428571,-1.0,,,,,,,,SL
2026-08-24T22:40:59.228809,SNDKSTOCK_USDT,WIN,SHORT,1483.71,1492.578,1465.9740000000002,1465.9740000000002,2.0,,,,,,,,TP
2026-08-24T22:51:04.690871,SOXL_USDT,OPEN,SHORT,107.68,109.22200000000001,104.596,,,32.5,17.556468172484543,25.512528473804096,1.3088755805979184,2.2451253112935285,0.009286775631505494,358939177.8638,TREND_VOLUME
2026-08-24T22:51:04.691080,SKHYSTOCK_USDT,OPEN,SHORT,153.05,154.15228571428574,150.84542857142858,,,20.5,19.041769041768944,18.065153010858552,1.0673276416540596,2.0172475663469034,0.006533812479575894,61389516.1475,TREND_VOLUME
2026-08-24T23:20:58.568535,SKHYSTOCK_USDT,LOSS,SHORT,153.05,154.15228571428574,150.84542857142858,154.15228571428574,-1.0,,,,,,,,SL
2026-08-24T23:50:59.478366,TUT_USDT,OPEN,SHORT,0.04887,0.051919714285714284,0.04277057142857142,,,25.5,14.090660841070417,5.803698435277369,2.149208988071574,2.0909723871501056,0.04092490280335418,57667061.637,TREND_VOLUME
2026-08-25T00:20:56.869593,TAO_USDT,OPEN,LONG,243.58,241.54257142857145,247.65485714285714,,,38.0,64.54880294659301,56.80615680615682,1.055426671638275,2.1023716123965106,0.012316282124969677,71065818.6046,TREND_VOLUME
2026-08-25T00:31:11.119289,DOGE_USDT,OPEN,LONG,0.09251,0.09188171428571427,0.09376657142857142,,,27.0,67.86786786786782,52.29629629629622,1.3742078520779555,1.618830283364427,0.010809642200838961,164114527.596,TREND_VOLUME
2026-08-25T00:41:02.575218,SOXL_USDT,LOSS,SHORT,107.68,109.22200000000001,104.596,109.22200000000001,-1.0,,,,,,,,SL
2026-08-25T00:41:02.575322,DOGE_USDT,LOSS,LONG,0.09251,0.09188171428571427,0.09376657142857142,0.09188171428571427,-1.0,,,,,,,,SL
2026-08-25T00:51:11.321429,TAO_USDT,LOSS,LONG,243.58,241.54257142857145,247.65485714285714,241.54257142857145,-1.0,,,,,,,,SL
